Improving Parameter,Worsening Parameter,Inventive Principles
45 System Complexity,06 Area of Stationary Object,IP #19 and IP #6 and IP #17 and IP #2 and IP #13 and IP #35 and IP #14 and IP #36
45 System Complexity,07 Volume of Moving Object,IP #35 and IP #26 and IP #34 and IP #30 and IP #5 and IP #40 and IP #6 and IP #13
45 System Complexity,08 Volume of Stationary Object,IP #2 and IP #13 and IP #35 and IP #1 and IP #28 and IP #5
45 System Complexity,09 Shape,IP #29 and IP #13 and IP #2 and IP #28 and IP #15 and IP #30 and IP #1
45 System Complexity,10 Amount of Substance,IP #2 and IP #10 and IP #13 and IP #3 and IP #35 and IP #31 and IP #24
45 System Complexity,11 Amount of Information,IP #25 and IP #7 and IP #24 and IP #13 and IP #32 and IP #3 and IP #2 and IP #37
45 System Complexity,12 Duration of Action of Moving Object,IP #10 and IP #28 and IP #15 and IP #4 and IP #12 and IP #9 and IP #13 and IP #29
45 System Complexity,13 Duration of Action of Stationary Object,IP #35 and IP #10 and IP #13 and IP #6 and IP #4
45 System Complexity,14 Speed,IP #28 and IP #10 and IP #13 and IP #34 and IP #18 and IP #19 and IP #4
45 System Complexity,15 Force / Torque,IP #3 and IP #9 and IP #29 and IP #17 and IP #26 and IP #2 and IP #16
45 System Complexity,16 Energy Used by Moving Object,IP #28 and IP #5 and IP #2 and IP #29 and IP #35 and IP #10 and IP #13 and IP #27
45 System Complexity,17 Energy Used by Stationary Object,IP #28 and IP #10 and IP #5 and IP #13 and IP #35 and IP #2
45 System Complexity,18 Power,IP #19 and IP #28 and IP #2 and IP #30 and IP #35 and IP #20 and IP #34
45 System Complexity,19 Stress / Pressure,IP #19 and IP #35 and IP #4 and IP #9 and IP #2 and IP #40 and IP #1
45 System Complexity,20 Strength,IP #40 and IP #28 and IP #13 and IP #2 and IP #9 and IP #35 and IP #29
45 System Complexity,21 Stability,IP #24 and IP #2 and IP #9 and IP #25 and IP #5 and IP #16 and IP #39 and IP #36 and IP #19
45 System Complexity,22 Temperature,IP #24 and IP #13 and IP #36 and IP #2 and IP #17 and IP #35 and IP #28 and IP #9
45 System Complexity,23 Illumination Intensity,IP #35 and IP #24 and IP #13 and IP #17 and IP #14 and IP #4 and IP #28 and IP #9
45 System Complexity,24 Function Efficiency,IP #10 and IP #28 and IP #2 and IP #13 and IP #9 and IP #35 and IP #3 and IP #12
45 System Complexity,25 Loss of Substance,IP #35 and IP #28 and IP #10 and IP #13 and IP #9 and IP #29 and IP #2 and IP #24
45 System Complexity,26 Loss of Time,IP #3 and IP #25 and IP #6 and IP #29 and IP #24 and IP #38
45 System Complexity,27 Loss of Energy,IP #35 and IP #28 and IP #13 and IP #10 and IP #2 and IP #24 and IP #38 and IP #34
45 System Complexity,28 Loss of Information,IP #25 and IP #7 and IP #6 and IP #24 and IP #19 and IP #32 and IP #1
45 System Complexity,29 Noise,IP #24 and IP #9 and IP #2 and IP #13 and IP #3 and IP #6 and IP #25
45 System Complexity,30 Harmful Emissions,IP #5 and IP #24 and IP #15 and IP #2 and IP #21 and IP #13 and IP #35
45 System Complexity,31 Other Harmful Effects Generated by System,IP #1 and IP #12 and IP #19 and IP #35 and IP #36 and IP #21 and IP #29 and IP #22
45 System Complexity,32 Adaptability / Versatility,IP #29 and IP #28 and IP #1 and IP #24 and IP #15 and IP #25 and IP #37
45 System Complexity,33 Compatibility / Connectability,IP #6 and IP #28 and IP #13 and IP #35 and IP #4 and IP #24 and IP #32
45 System Complexity,34 Trainability / Operability / Controllability,IP #26 and IP #24 and IP #6 and IP #25 and IP #9 and IP #28
45 System Complexity,35 Reliability / Robustness,IP #35 and IP #1 and IP #13 and IP #40 and IP #2 and IP #33 and IP #6
45 System Complexity,36 Repairability,IP #3 and IP #13 and IP #28 and IP #1 and IP #27 and IP #2
45 System Complexity,37 Security,IP #28 and IP #5 and IP #24 and IP #10 and IP #19 and IP #13
45 System Complexity,38 Safety / Vulnerability,IP #24 and IP #10 and IP #26 and IP #35 and IP #4 and IP #13 and IP #14
45 System Complexity,39 Aesthetics / Appearance,IP #5 and IP #32 and IP #35 and IP #22 and IP #24 and IP #33 and IP #3
45 System Complexity,40 Other Harmful Effects Acting on System,IP #40 and IP #19 and IP #15 and IP #39 and IP #2 and IP #7 and IP #29 and IP #4 and IP #36
45 System Complexity,41 Manufacturability,IP #3 and IP #13 and IP #1 and IP #28 and IP #26 and IP #35 and IP #10 and IP #6
45 System Complexity,42 Manufacture Precision / Consistency,IP #2 and IP #24 and IP #13 and IP #3 and IP #35 and IP #26 and IP #32
45 System Complexity,43 Automation,IP #28 and IP #3 and IP #1 and IP #24 and IP #10 and IP #13 and IP #17
45 System Complexity,44 Productivity,IP #26 and IP #12 and IP #29 and IP #8 and IP #17 and IP #1
45 System Complexity,45 System Complexity,see physical contradiction
45 System Complexity,46 Control Complexity,IP #3 and IP #37 and IP #25 and IP #26 and IP #7 and IP #28
45 System Complexity,47 Ability to Detect / Measure,IP #28 and IP #10 and IP #32 and IP #37 and IP #15 and IP #24
45 System Complexity,48 Measurement Precision,IP #28 and IP #26 and IP #10 and IP #2 and IP #34 and IP #7 and IP #37
46 Control Complexity,01 Weight of Moving Object,IP #10 and IP #1 and IP #6 and IP #20 and IP #31 and IP #35 and IP #7
46 Control Complexity,02 Weight of Stationary Object,IP #10 and IP #1 and IP #13 and IP #6 and IP #35 and IP #7
46 Control Complexity,03 Length / Angle of Moving Object,IP #35 and IP #17 and IP #14 and IP #10 and IP #4 and IP #28 and IP #12 and IP #1
46 Control Complexity,04 Length / Angle of Stationary Object,IP #28 and IP #10 and IP #25 and IP #20 and IP #17 and IP #13 and IP #1 and IP #5
46 Control Complexity,05 Area of Moving Object,IP #10 and IP #13 and IP #37 and IP #5 and IP #28 and IP #35 and IP #31 and IP #25
46 Control Complexity,06 Area of Stationary Object,IP #10 and IP #28 and IP #2 and IP #13 and IP #17 and IP #37 and IP #25 and IP #4
46 Control Complexity,07 Volume of Moving Object,IP #28 and IP #37 and IP #10 and IP #25 and IP #19 and IP #3 and IP #5 and IP #1
46 Control Complexity,08 Volume of Stationary Object,IP #28 and IP #1 and IP #10 and IP #3 and IP #5 and IP #2 and IP #13 and IP #25
46 Control Complexity,09 Shape,IP #5 and IP #25 and IP #28 and IP #10 and IP #13 and IP #29 and IP #37 and IP #1
46 Control Complexity,10 Amount of Substance,IP #10 and IP #25 and IP #7 and IP #6 and IP #35 and IP #37 and IP #3 and IP #19
46 Control Complexity,11 Amount of Information,IP #25 and IP #10 and IP #37 and IP #7 and IP #3 and IP #6 and IP #13 and IP #4
46 Control Complexity,12 Duration of Action of Moving Object,IP #3 and IP #10 and IP #37 and IP #2 and IP #5 and IP #6 and IP #7 and IP #12 and IP #4
46 Control Complexity,13 Duration of Action of Stationary Object,IP #10 and IP #25 and IP #2 and IP #13 and IP #37 and IP #28 and IP #24 and IP #7
46 Control Complexity,14 Speed,IP #25 and IP #28 and IP #7 and IP #10 and IP #4 and IP #37 and IP #5 and IP #24 and IP #19
46 Control Complexity,15 Force / Torque,IP #10 and IP #35 and IP #37 and IP #23 and IP #25 and IP #26 and IP #7 and IP #24 and IP #4
46 Control Complexity,16 Energy Used by Moving Object,IP #35 and IP #25 and IP #10 and IP #7 and IP #19 and IP #5 and IP #1
46 Control Complexity,17 Energy Used by Stationary Object,IP #35 and IP #37 and IP #1 and IP #10 and IP #7 and IP #5
46 Control Complexity,18 Power,IP #24 and IP #37 and IP #10 and IP #5 and IP #25 and IP #35 and IP #28 and IP #1 and IP #4
46 Control Complexity,19 Stress / Pressure,IP #3 and IP #40 and IP #10 and IP #35 and IP #2 and IP #25 and IP #5
46 Control Complexity,20 Strength,IP #3 and IP #10 and IP #35 and IP #5 and IP #24 and IP #28 and IP #2 and IP #17
46 Control Complexity,21 Stability,IP #25 and IP #9 and IP #2 and IP #13 and IP #24 and IP #28 and IP #5 and IP #1
46 Control Complexity,22 Temperature,IP #35 and IP #19 and IP #2 and IP #36 and IP #10 and IP #13 and IP #28 and IP #3
46 Control Complexity,23 Illumination Intensity,IP #25 and IP #35 and IP #2 and IP #13 and IP #5 and IP #24 and IP #39 and IP #3 and IP #4
46 Control Complexity,24 Function Efficiency,IP #10 and IP #2 and IP #23 and IP #35 and IP #13 and IP #1 and IP #4 and IP #7 and IP #24
46 Control Complexity,25 Loss of Substance,IP #35 and IP #15 and IP #30 and IP #13 and IP #2 and IP #29 and IP #34 and IP #4
46 Control Complexity,26 Loss of Time,IP #15 and IP #3 and IP #13 and IP #7 and IP #2 and IP #4 and IP #19 and IP #10 and IP #25
46 Control Complexity,27 Loss of Energy,IP #35 and IP #15 and IP #13 and IP #3 and IP #19 and IP #2 and IP #4 and IP #25
46 Control Complexity,28 Loss of Information,IP #25 and IP #10 and IP #7 and IP #3 and IP #4 and IP #26 and IP #24 and IP #1 and IP #32
46 Control Complexity,29 Noise,IP #10 and IP #3 and IP #7 and IP #15 and IP #25 and IP #9 and IP #2 and IP #4 and IP #26
46 Control Complexity,30 Harmful Emissions,IP #10 and IP #15 and IP #1 and IP #5 and IP #13 and IP #39 and IP #4 and IP #24 and IP #38
46 Control Complexity,31 Other Harmful Effects Generated by System,IP #19 and IP #12 and IP #16 and IP #22 and IP #9 and IP #28 and IP #37 and IP #34 and IP #27
46 Control Complexity,32 Adaptability / Versatility,IP #1 and IP #7 and IP #28 and IP #25 and IP #26 and IP #22 and IP #35 and IP #10
46 Control Complexity,33 Compatibility / Connectability,IP #6 and IP #10 and IP #13 and IP #1 and and IP #2 and IP #24
46 Control Complexity,34 Trainability / Operability / Controllability,IP #2 and IP #10 and IP #24 and IP #25 and IP #7 and IP #22 and IP #1 and IP #13
46 Control Complexity,35 Reliability / Robustness,IP #23 and IP #3 and IP #13 and IP #1 and IP #2 and IP #10 and IP #35
46 Control Complexity,36 Repairability,IP #13 and IP #25 and IP #1 and IP #7 and IP #10 and IP #24 and IP #28 and IP #35
46 Control Complexity,37 Security,IP #24 and IP #2 and IP #13 and IP #10 and IP #7 and IP #4 and IP #26 and IP #5
46 Control Complexity,38 Safety / Vulnerability,IP #10 and IP #25 and IP #11 and IP #39 and IP #2 and IP #7 and IP #24 and IP #37 and IP #35
46 Control Complexity,39 Aesthetics / Appearance,IP #7 and IP #10 and IP #37 and IP #5 and IP #13 and IP #2 and IP #25
46 Control Complexity,40 Other Harmful Effects Acting on System,IP #1 and IP #19 and IP #27 and IP #9 and IP #12 and IP #37 and IP #5 and IP #2 and IP #39
46 Control Complexity,41 Manufacturability,IP #13 and IP #2 and IP #35 and IP #10 and IP #28 and IP #21
46 Control Complexity,42 Manufacture Precision / Consistency,IP #25 and IP #2 and IP #24 and IP #13 and IP #10 and IP #39
46 Control Complexity,43 Automation,IP #1 and IP #28 and IP #25 and IP #10 and IP #21 and IP #34
46 Control Complexity,44 Productivity,IP #35 and IP #1 and IP #10 and IP #21 and IP #28 and IP #15 and IP #13 and IP #25
46 Control Complexity,45 System Complexity,IP #28 and IP #15 and IP #37 and IP #7 and IP #2 and IP #13 and IP #35 and IP #29
46 Control Complexity,46 Control Complexity,see physical contradiction
46 Control Complexity,47 Ability to Detect / Measure,IP #13 and IP #37 and IP #10 and IP #7 and IP #3 and IP #28 and IP #32 and IP #25
46 Control Complexity,48 Measurement Precision,IP #10 and IP #26 and IP #2 and IP #37 and IP #7 and IP #28 and IP #3 and IP #4 and IP #32
47 Ability to Detect / Measure,01 Weight of Moving Object,IP #28 and IP #26 and IP #13 and IP #5 and IP #3 and IP #8 and IP #35 and IP #24
47 Ability to Detect / Measure,02 Weight of Stationary Object,IP #28 and IP #26 and IP #1 and IP #13 and IP #3 and IP #35 and IP #6 and IP #24
47 Ability to Detect / Measure,03 Length / Angle of Moving Object,IP #26 and IP #24 and IP #28 and IP #5 and IP #17 and IP #3 and IP #37 and IP #16 and IP #13
47 Ability to Detect / Measure,04 Length / Angle of Stationary Object,IP #28 and IP #26 and IP #10 and IP #24 and IP #32 and IP #2 and IP #39
47 Ability to Detect / Measure,05 Area of Moving Object,IP #26 and IP #28 and IP #13 and IP #2 and IP #17 and IP #32 and IP #24 and IP #18
47 Ability to Detect / Measure,06 Area of Stationary Object,IP #26 and IP #28 and IP #2 and IP #17 and IP #39 and IP #32 and IP #24 and IP #13 and IP #9
47 Ability to Detect / Measure,07 Volume of Moving Object,IP #28 and IP #24 and IP #18 and IP #1 and IP #32 and IP #4 and IP #13 and IP #25 and IP #26
47 Ability to Detect / Measure,08 Volume of Stationary Object,IP #28 and IP #26 and IP #2 and IP #24 and IP #13 and IP #31 and IP #32 and IP #4
47 Ability to Detect / Measure,09 Shape,IP #13 and IP #28 and IP #3 and IP #1 and IP #17 and IP #26 and IP #39 and IP #24 and IP #4
47 Ability to Detect / Measure,10 Amount of Substance,IP #3 and IP #28 and IP #18 and IP #27 and IP #24 and IP #13 and IP #29 and IP #4 and IP #32
47 Ability to Detect / Measure,11 Amount of Information,IP #19 and IP #3 and IP #32 and IP #7 and IP #10 and IP #13 and IP #25 and IP #4
47 Ability to Detect / Measure,12 Duration of Action of Moving Object,IP #19 and IP #26 and IP #2 and IP #13 and IP #4 and IP #25 and IP #39 and IP #32
47 Ability to Detect / Measure,13 Duration of Action of Stationary Object,IP #26 and IP #2 and IP #35 and IP #25 and IP #3 and IP #6 and IP #13 and IP #24 and IP #34
47 Ability to Detect / Measure,14 Speed,IP #3 and IP #28 and IP #1 and IP #24 and IP #37 and IP #25 and IP #4 and IP #16 and IP #35
47 Ability to Detect / Measure,15 Force / Torque,IP #28 and IP #15 and IP #19 and IP #37 and IP #3 and IP #24 and IP #40 and IP #30
47 Ability to Detect / Measure,16 Energy Used by Moving Object,IP #2 and IP #35 and IP #38 and IP #37 and IP #24 and IP #31 and IP #19 and IP #4 and IP #28
47 Ability to Detect / Measure,17 Energy Used by Stationary Object,IP #35 and IP #19 and IP #2 and IP #24 and IP #28 and IP #13 and IP #16 and IP #4
47 Ability to Detect / Measure,18 Power,IP #19 and IP #1 and IP #35 and IP #24 and IP #28 and IP #16 and IP #18 and IP #10 and IP #3
47 Ability to Detect / Measure,19 Stress / Pressure,IP #35 and IP #37 and IP #24 and IP #1 and IP #32 and IP #10 and IP #3 and IP #36 and IP #30
47 Ability to Detect / Measure,20 Strength,IP #28 and IP #3 and IP #24 and IP #27 and IP #15 and IP #32 and IP #37 and IP #1
47 Ability to Detect / Measure,21 Stability,IP #28 and IP #39 and IP #2 and IP #10 and IP #30 and IP #24 and IP #35 and IP #22
47 Ability to Detect / Measure,22 Temperature,IP #35 and IP #3 and IP #28 and IP #32 and IP #24 and IP #13 and IP #2 and IP #16
47 Ability to Detect / Measure,23 Illumination Intensity,IP #28 and IP #26 and IP #24 and IP #2 and IP #13 and IP #3 and IP #5
47 Ability to Detect / Measure,24 Function Efficiency,IP #35 and IP #10 and IP #24 and IP #13 and IP #1 and IP #6 and IP #28 and IP #37
47 Ability to Detect / Measure,25 Loss of Substance,IP #1 and IP #10 and IP #24 and IP #18 and IP #37 and IP #28 and IP #26 and IP #31
47 Ability to Detect / Measure,26 Loss of Time,IP #28 and IP #9 and IP #18 and IP #32 and IP #37 and IP #26 and IP #13
47 Ability to Detect / Measure,27 Loss of Energy,IP #35 and IP #3 and IP #19 and IP #15 and IP #13 and IP #37 and IP #28 and IP #2
47 Ability to Detect / Measure,28 Loss of Information,IP #7 and IP #26 and IP #35 and IP #24 and IP #2 and IP #22 and IP #5 and IP #33
47 Ability to Detect / Measure,29 Noise,IP #3 and IP #25 and IP #23 and IP #9 and IP #4 and IP #37 and IP #18
47 Ability to Detect / Measure,30 Harmful Emissions,IP #28 and IP #2 and IP #25 and IP #37 and IP #13 and IP #35 and IP #7 and IP #24
47 Ability to Detect / Measure,31 Other Harmful Effects Generated by System,IP #2 and IP #10 and IP #34 and IP #21 and IP #38 and IP #6 and IP #12 and IP #37 and IP #7
47 Ability to Detect / Measure,32 Adaptability / Versatility,IP #1 and IP #26 and IP #13 and IP #15 and IP #35 and IP #19
47 Ability to Detect / Measure,33 Compatibility / Connectability,IP #25 and IP #1 and IP #13 and IP #15 and IP #35 and IP #28
47 Ability to Detect / Measure,34 Trainability / Operability / Controllability,IP #2 and IP #5 and IP #13 and IP #25 and IP #15 and IP #35 and IP #7
47 Ability to Detect / Measure,35 Reliability / Robustness,IP #28 and IP #1 and IP #40 and IP #26 and IP #35 and IP #2 and IP #8 and IP #10
47 Ability to Detect / Measure,36 Repairability,IP #26 and IP #2 and IP #5 and IP #12 and IP #10 and IP #27 and IP #1
47 Ability to Detect / Measure,37 Security,IP #1 and IP #10 and IP #3 and IP #32 and IP #23 and IP #13
47 Ability to Detect / Measure,38 Safety / Vulnerability,IP #24 and IP #2 and IP #10 and IP #26 and IP #9 and IP #12 and IP #13
47 Ability to Detect / Measure,39 Aesthetics / Appearance,IP #2 and IP #28 and IP #26 and IP #24 and IP #13 and IP #7 and IP #31 and IP #3
47 Ability to Detect / Measure,40 Other Harmful Effects Acting on System,IP #19 and IP #28 and IP #22 and IP #3 and IP #30 and IP #29 and IP #24 and IP #9
47 Ability to Detect / Measure,41 Manufacturability,IP #5 and IP #28 and IP #37 and IP #11 and IP #2 and IP #13 and IP #29 and IP #24
47 Ability to Detect / Measure,42 Manufacture Precision / Consistency,IP #28 and IP #10 and IP #25 and IP #2 and IP #5 and IP #13
47 Ability to Detect / Measure,43 Automation,IP #10 and IP #2 and IP #28 and IP #25 and IP #5 and IP #26 and IP #37 and IP #1 and IP #21
47 Ability to Detect / Measure,44 Productivity,IP #2 and IP #28 and IP #10 and IP #35 and IP #25 and IP #5 and IP #18 and IP #26 and IP #37
47 Ability to Detect / Measure,45 System Complexity,IP #28 and IP #37 and IP #10 and IP #15 and IP #3 and IP #24 and IP #25 and IP #32
47 Ability to Detect / Measure,46 Control Complexity,IP #28 and IP #32 and IP #37 and IP #3 and IP #7 and IP #10 and IP #6 and IP #24
47 Ability to Detect / Measure,47 Ability to Detect / Measure,see physical contradiction
47 Ability to Detect / Measure,48 Measurement Precision,IP #28 and IP #26 and IP #32 and IP #24 and IP #3 and IP #13 and IP #37 and IP #10 and IP #18
48 Measurement Precision,01 Weight of Moving Object,IP #35 and IP #26 and IP #32 and IP #1 and IP #12 and IP #8 and IP #25
48 Measurement Precision,02 Weight of Stationary Object,IP #26 and IP #25 and IP #1 and IP #35 and IP #8 and IP #12 and IP #10
